OTU ID	Taxonomy	WINDMILL_farm-Control	WINDMILL_farm-Drought	Castle_Field_West_W-Control	Castle_Field_West_W-Drought	Jemma_6-Control	Jemma_6-Drought	Jemma_9-Control	Jemma_9-Drought	Lardon Chase-Control	Lardon Chase-Drought	taxon	guid	mbNumber	taxonomicLevel	trophicMode	guild	confidenceRanking	growthForm	trait	notes	citationSource
02a83624138cf8079c9611db3bae92a3	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Branch06;f_Branch06_fam_Incertae_sedis;g_Branch06_gen_Incertae_sedis	0	50	4	3	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0316226c34a0b1968f72df769e6ea0f5	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Myrmecridiales;f_Myrmecridiaceae;g_Myrmecridium	100	128	0	0	0	0	0	0	52	22	Myrmecridium	395E1C6C-3FFD-409C-89D5-DCB0FDD01DE7	504559	13	Saprotroph	|Undefined Saprotroph|	Probable	Microfungus	NULL	As soil_saprotroph (Põlme et al. 2020); Decay soil (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
044bb3a06487013a820ad42d07729917	k_Fungi;p_Ascomycota;c_Pezizomycotina_cls_Incertae_sedis;o_Pezizomycotina_ord_Incertae_sedis;f_Pezizomycotina_fam_Incertae_sedis;g_Tricellula	0	0	4	0	0	0	0	0	2	17	Tricellula	1CB1CC1F-36B9-11D5-9548-00D0592D548C	10272	13	Saprotroph	|Plant Saprotroph|	Probable	Microfungus	NULL	As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed (Põlme et al. 2020)	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
04bba78eb15c8c58b48e95d30569a60d	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Ophiocordycipitaceae;g_Hirsutella	0	0	0	0	0	0	0	7	0	0	Hirsutella	1CB18D65-36B9-11D5-9548-00D0592D548C	8538	13	Pathotroph-Saprotroph	|Animal Parasite|-Animal Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	As animal_decomposer (Põlme et al. 2020); Decay animal material (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
051f8edafdb5786f8165f4acc585226b	k_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Hyaloscyphaceae;g_Hyaloscyphaceae_gen_Incertae_sedis	23	0	0	0	0	0	0	0	0	0	Hyaloscyphaceae	1CB18D86-36B9-11D5-9548-00D0592D548C	80871	9	Saprotroph	Plant Saprotroph-Wood Saprotroph	Probable	Microfungus	NULL	Saprobic on woody and herbaceous material (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
053ba81ae754a26329222d5a9ed943d8	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Didymosphaeriaceae	12	0	0	0	0	0	0	0	0	0	Didymosphaeriaceae	1CB1CD0B-36B9-11D5-9548-00D0592D548C	80702	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))
060b2a1039b3961a328ab0c2a4f67a2b	k_Fungi;p_Rozellomycota	0	0	19	2	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
06883c2c28cb0441e549737aa7ba4e49	k_Fungi;p_Ascomycota;c_Sordariomycetes	380	237	443	45	25	59	43	40	424	247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
06f3312eb9166deee1540777be81ac84	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Magnaporthales;f_Magnaporthales_fam_Incertae_sedis;g_Magnaporthales_gen_Incertae_sedis	0	0	30	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
079240a1ba113328cf31bd0c39964cfb	k_Fungi;p_Mortierellomycota;c_Mortierellomycetes;o_Mortierellales;f_Mortierellaceae;g_Mortierella	5849	3297	1590	4016	8298	5267	6562	5897	1959	2331	Mortierella	1CB19427-36B9-11D5-9548-00D0592D548C	20345	13	Saprotroph-Symbiotroph	Endophyte-Plant Saprotroph-|Undefined Saprotroph|	Probable	Microfungus	NULL	As chitinolytic (Põlme et al. 2020); As soil_saprotroph (Põlme et al. 2020); Decay roots, soil (Põlme et al. 2020); Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
07f8973a8c0b1e0ac35f3c51207e83b9	k_Fungi;p_Mucoromycota;c_Umbelopsidomycetes;o_Umbelopsidales;f_Umbelopsidaceae;g_Umbelopsis	0	0	0	0	0	0	4	36	0	0	Umbelopsis	2B604A35-E9B9-42DA-8EAA-A7A0562937D7	10350	13	Saprotroph	|Undefined Saprotroph|	Probable	Microfungus	NULL	As soil_saprotroph (Põlme et al. 2020); Decay roots, soil (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
0af48bbc7d5c49cd281045526069fbf3	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Hygrophoraceae;g_Hygrocybe	0	0	0	64	514	184	4	67	502	1240	Hygrocybe	1CB18DA5-36B9-11D5-9548-00D0592D548C	17806	13	Saprotroph-Symbiotroph	|Undefined Saprotroph|-Undefined Symbiotroph	Probable	Agaricoid	NULL	As soil_saprotroph (Põlme et al. 2020); Decay roots, soil (Põlme et al. 2020); Previously classified as Hygrophorus; Carbon signature suggests biotrophy with bryophytes, grasses, or understory plants (Seitzman et al. 2011)	Seitzman BH, et al. 2011. Mycologia 103:280-290 ((https://doi.org/10.3852/10-195)); Lodge J., et al. 2014. Fungal Diversity 64:1-99 ((https://doi.org/10.1007/s13225-013-0259-0)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
0b84c191e6d0cfb9371098ec1a388870	k_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Chaetothyriales;f_Herpotrichiellaceae;g_Phialophora	0	0	0	0	0	24	52	57	19	0	Phialophora	1CB19927-36B9-11D5-9548-00D0592D548C	9342	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Ericoid Mycorrhizal-Plant Pathogen-|Plant Saprotroph|-Wood Saprotroph	Possible	Dimorphic-Facultative Yeast-Microfungus	NULL	As foliar_endophyte (Põlme et al. 2020); As litter_saprotroph (Põlme et al. 2020); Consult the current literature for updated names on this paraphyletic grouping that included the Black Yeasts, Dark Septate Endophytes, etc.; Decay wood, leaf, fruit, seed, soil, dung, animal material (Põlme et al. 2020)	Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); de Hoog GS, et al. 2000. Mycoses 43:409-416 ((https://doi.org/10.1111/j.1439-0507.2000.00601.x)); Rinaldi AC, et al. 2008. Fungal Diversity 3:31-45 ((https://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Newsham KK. 2011. New Phytologist 190:783-793 ((https://doi.org/10.1111/j.1469-8137.2010.03611.x)) (as DSE); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
0bd1fe97f2278c1137b11dc1bd87ebb2	k_Fungi;p_Ascomycota;c_Geoglossomycetes;o_Geoglossales;f_Geoglossaceae;g_Leucoglossum	0	0	118	0	0	0	0	0	0	0	Leucoglossum	EF306FEF-FD57-4DF2-BEDE-5D17FE2C13D5	2826	13	Saprotroph	|Undefined Saprotroph|	Probable	Clavarioid	NULL	As soil_saprotroph (Põlme et al. 2020); Decay soil (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
0c1057f77ad32625628530ad81bdd80c	k_Fungi;p_Basidiomycota;c_Microbotryomycetes;o_Leucosporidiales;f_Leucosporidiaceae;g_Leucosporidium	55	0	0	6	0	2	55	0	18	21	Leucosporidium	1CB1C86A-36B9-11D5-9548-00D0592D548C	16187	13	Saprotroph	|Undefined Saprotroph|	Probable	Yeast	NULL	A yeast from fruit (Barnett & Buhagiar 1971; Syn. Candida; As soil_saprotroph (Põlme et al. 2020); Decay soil (Põlme et al. 2020); Leucosporidiella; Rhodotorula; Torulopsis; Vanrijia spp.);Isolated from permafrost soil (Golubev 1998; Syn. Leucosporidium/Rhodotorula spp.)	Barnett JA, Buhagiar RWM. 1971. Journal of General Microbiology 67:233-238 ((https://doi.org/10.1099/00221287-67-2-233)); Golubev WI. 1998. Mikologiya i Fitopatologiya 32:8-13 ((https://www.binran.ru/files/journals/MiF/MiF_1998_32_3.pdf)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
0e6aee6e5a257dd824b51f681267ca26	k_Fungi;p_Monoblepharomycota;c_Hyaloraphidiomycetes;o_Hyaloraphidiales;f_Hyaloraphidiales_fam_Incertae_sedis;g_Hyaloraphidiales_gen_Incertae_sedis	0	3	0	0	0	0	0	0	42	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0fa399b7241202df940e661806c94e3c	k_Fungi;p_Ascomycota;c_Pezizomycotina_cls_Incertae_sedis;o_Pezizomycotina_ord_Incertae_sedis;f_Pezizomycotina_fam_Incertae_sedis;g_Arcuadendron	0	0	9	97	0	50	0	0	42	128	Arcuadendron	403940A6-F182-4C87-AAC6-6CA629FC2F9D	7208	13	Pathotroph-Saprotroph	|Animal Parasite|-Undefined Saprotroph	Probable	NULL	NULL	As animal_decomposer (Põlme et al. 2020); Decay animal material (Põlme et al. 2020)	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
1047020da821bf9d23345e6e6782b8d7	k_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Chaetothyriales;f_Cyphellophoraceae;g_Cyphellophoraceae_gen_Incertae_sedis	0	0	0	11	5	5	3	19	0	7	Cyphellophoraceae	E47C91B2-59D9-4C3C-AC54-9038AE2E4FE1	803682	9	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Consult the current literature for updated names on this group that included the Black Yeasts; Some species are likely opportunistic human pathogen (Irinyi et al. 2015)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))
1074a3eac28d0f9c04400850e20f1d8c	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Cantharellales;f_Cantharellales_fam_Incertae_sedis;g_Minimedusa	0	35	72	0	51	62	6	0	0	0	Minimedusa	75B9C993-F8E7-47DB-88E4-61D2469BC6E6	18065	13	Pathotroph	|Lichen Parasite|	Probable	Microfungus	NULL	Decay fungal material, algal material (Põlme et al. 2020)	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
10909027ada9e90268cb26c8a7ef20e4	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Cordycipitaceae;g_Cordyceps	49	62	0	0	38	58	64	169	0	0	Cordyceps	1CB182F2-36B9-11D5-9548-00D0592D548C	1240	13	Pathotroph-Symbiotroph	Clavicipitaceous Endophyte-Fungal Parasite-|Insect Pathogen|	Possible	Cordyceptoid	NULL	As foliar_endophyte (Põlme et al. 2020); Decay animal material (Põlme et al. 2020)	Samuels GJ. 2007. Self-published; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
10e061d039e7376da95ffbfcf60d3f55	k_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Pichiaceae;g_Ogataea	0	0	0	0	0	0	0	0	0	13	Ogataea	A783F224-C32D-486A-A3CC-08571028CE9D	27299	13	Saprotroph	|Undefined Saprotroph|	Probable	Yeast	NULL	As nectar-tap_saprotroph (Põlme et al. 2020); Decay sugar-rich substrates (Põlme et al. 2020)	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
110584610e8cd60350f824ae82d54e45	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Dictyosporiaceae	0	0	0	0	12	0	74	16	0	0	Dictyosporiaceae	A1B1694A-55AA-4107-B94E-7EAF0BF95DE1	551574	9	Saprotroph	Undefined Saprotroph	Probable	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
124fd52ca8255d754831325c98403e32	k_Fungi;p_Basidiomycota;c_Exobasidiomycetes;o_Entylomatales;f_Entylomataceae;g_Entyloma	0	6	0	0	0	0	0	0	4	2	Entyloma	1CB1C708-36B9-11D5-9548-00D0592D548C	16122	13	Pathotroph	|Plant Pathogen|	Probable	Smut	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
128f30cb881eefba89f02017ab9c54a8	k_Fungi;p_Ascomycota;c_Pezizomycetes;o_Pezizales;f_Pezizaceae;g_Peziza	0	0	0	0	0	17	0	0	0	0	Peziza	1CB1C9D9-36B9-11D5-9548-00D0592D548C	3859	13	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Endophyte-Plant Saprotroph-|Undefined Saprotroph|	Possible	Pezizoid	NULL	As foliar_endophyte (Põlme et al. 2020); As soil_saprotroph (Põlme et al. 2020); Decay soil (Põlme et al. 2020); Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
12d0d607a39f00e2c5321c0355124443	k_Fungi;p_Chytridiomycota;c_Rhizophlyctidomycetes;o_Rhizophlyctidales;f_Rhizophlyctidaceae;g_Rhizophlyctis	0	0	0	6	0	0	0	0	0	31	Rhizophlyctis	1CB1CAF8-36B9-11D5-9548-00D0592D548C	20483	13	Pathotroph-Saprotroph	Algal Parasite-|Plant Saprotroph|-Undefined Saprotroph	Probable	Chytrid-Microfungus	NULL	As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed, algal material (Põlme et al. 2020)	James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
1316cd353b196d2a50820897064270fa	k_Fungi;p_Ascomycota;c_Pezizomycetes;o_Pezizales;f_Pyronemataceae;g_Paratricharina	0	0	566	0	2	2	0	0	0	0	Paratricharina	1D9F305F-C471-4C16-963D-A49BCFB65E70	812169	13	Saprotroph	|Undefined Saprotroph|	Probable	Microfungus	NULL	As soil_saprotroph (Põlme et al. 2020); Decay soil (Põlme et al. 2020)	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
13912b620d0333f28cafaade88c11764	k_Fungi;p_Ascomycota;c_Pezizomycetes;o_Pezizales;f_Pezizaceae;g_Boudiera	0	0	0	0	0	0	0	0	2	0	Boudiera	CB0BA355-1CE3-4513-A9E2-19C4C62BA287	597344	13	 Saprotroph	|Undefined Saprotroph|	Probable	Microfungus	NULL	As soil_saprotroph (Põlme et al. 2020); Decay soil (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
13e7b8a06495a2a02960d987f52945c4	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Dothideales;f_Saccotheciaceae;g_Aureobasidium	0	0	0	0	38	13	27	27	0	0	Aureobasidium	1CB17EF4-36B9-11D5-9548-00D0592D548C	7297	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph	Possible	Dimorphic-Facultative Yeast	NULL	As foliar_endophyte (Põlme et al. 2020); As litter_saprotroph (Põlme et al. 2020); Causes sooty mold (Põlme et al. 2020); Decay leaf, fruit, seed, roots, animal material, sugar-rich substrates (Põlme et al. 2020)	Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyia L, et al. 2016. Fungal Biology 120:125-136 ((https://doi.org/10.1016/j.funbio.2015.04.007)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
140aba5ce629287f9f498bd4089d1e61	k_Fungi;p_Glomeromycota;c_Glomeromycetes	0	0	0	6	2	9	0	6	0	0	Glomeromycota	6BD6B1A8-52D1-47DE-9145-3BE3B3012D1F	90511	3	Symbiotroph	Arbuscular Mycorrhizal	Highly Probable	NULL	NULL	NULL	Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))
142ab22e324e4fa25865ce9a4c1db013	k_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellomycetes_ord_Incertae_sedis;f_Tremellomycetes_fam_Incertae_sedis;g_Tremellomycetes_gen_Incertae_sedis	0	1	32	0	19	11	71	105	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
146c8d635c30e2d6ace25504f85905b9	k_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Bulleribasidiaceae;g_Dioszegia	0	1	12	0	0	0	9	22	0	0	Dioszegia	B16650E2-1E85-4661-9BE4-54B7F4B97D9C	8042	13	Saprotroph	|Plant Saprotroph|-Undefined Saprotroph	Probable	Yeast	NULL	As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed (Põlme et al. 2020); The Dioszegia subclade sensu Inacio (Inacio et al. 20015) is characterized by orange; yellow or orange to deep orange colonies. Isolated from plant leaves and soil.	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); Takashima M, et al. 2011 International Journal of Systematic and Evolutionary Microbiology 61:1736-1739 ((https://doi.org/10.1099/ijs.0.025254-0))
14ee2d0d6431b9d901bd86b17851186a	k_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Helotiaceae	0	5	0	0	0	0	0	0	0	0	Helotiaceae	1CB18C9C-36B9-11D5-9548-00D0592D548C	80845	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Probable	Microfungus	NULL	Usually saprobic on herbaceous or woody tissues, some species fungicolous. A few species are known to form mycorrhizae (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
